case_id,source_path,output_glb,output_usdz,before_tris,after_tris,before_vertices,after_vertices,before_bytes,after_glb_bytes,after_usdz_bytes,before_bounds_m,after_anatomy_bounds_m,scale_factor,decimation_ratio,watertight_before,watertight_after,blender_used,usdz_status,validation_status,notes
pv-case-084,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-084\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-084\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-084\model.usdz,58000,59670,29011,29989,111928,139484,494079,"{""min"":[-0.024235,-0.017894,-0.025647],""max"":[0.026519,0.023198,0.016352]}","{""min"":[-0.02536,-0.02053,-0.020999],""max"":[0.02536,0.02053,0.020999]}",1.0,1.0,2,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-085,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-085\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-085\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-085\model.usdz,62984,64494,31497,32391,121892,149184,532236,"{""min"":[-0.028468,-0.019385,-0.029769],""max"":[0.029091,0.023235,0.027108]}","{""min"":[-0.028755,-0.021281,-0.028427],""max"":[0.028755,0.021281,0.028427]}",1.0,1.0,3,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-086,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-086\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-086\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-086\model.usdz,58000,59666,29006,29985,108880,136516,487169,"{""min"":[-0.022074,-0.022525,-0.025296],""max"":[0.024087,0.019411,0.025442]}","{""min"":[-0.023064,-0.020948,-0.025359],""max"":[0.023064,0.020948,0.025359]}",1.0,1.0,3,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-087,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-087\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-087\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-087\model.usdz,61404,63072,30706,31688,115376,143064,515824,"{""min"":[-0.027419,-0.020619,-0.028043],""max"":[0.028333,0.020341,0.030493]}","{""min"":[-0.027866,-0.020462,-0.029246],""max"":[0.027866,0.020462,0.029246]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-088,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-088\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-088\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-088\model.usdz,61896,63248,30946,31794,112736,139876,500113,"{""min"":[-0.018348,-0.015251,-0.021733],""max"":[0.017534,0.013211,0.017264]}","{""min"":[-0.017935,-0.014219,-0.019498],""max"":[0.017935,0.014219,0.019498]}",1.0,1.0,4,4,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-089,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-089\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-089\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-089\model.usdz,61548,63130,30780,31717,116120,143504,508761,"{""min"":[-0.021295,-0.019342,-0.013323],""max"":[0.022867,0.018665,0.013669]}","{""min"":[-0.022063,-0.018996,-0.013495],""max"":[0.022063,0.018996,0.013495]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-090,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-090\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-090\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-090\model.usdz,58000,59852,29015,29960,110372,138204,497263,"{""min"":[-0.027209,-0.024047,-0.035179],""max"":[0.027318,0.024869,0.036798]}","{""min"":[-0.027248,-0.024441,-0.035984],""max"":[0.027248,0.024441,0.035984]}",1.0,1.0,2,11,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-091,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-091\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-091\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-091\model.usdz,51748,52838,25884,26601,92044,118080,407231,"{""min"":[-0.017949,-0.011046,-0.01861],""max"":[0.017775,0.011577,0.017228]}","{""min"":[-0.017844,-0.011298,-0.017913],""max"":[0.017844,0.011298,0.017913]}",1.0,1.0,4,4,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-092,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-092\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-092\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-092\model.usdz,63000,64600,31526,32454,120916,148324,530234,"{""min"":[-0.028726,-0.021166,-0.030447],""max"":[0.023166,0.024739,0.029503]}","{""min"":[-0.025917,-0.022934,-0.02997],""max"":[0.025917,0.022934,0.02997]}",1.0,1.0,2,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-093,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-093\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-093\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-093\model.usdz,60536,62208,30276,31260,112800,140548,498201,"{""min"":[-0.022853,-0.019672,-0.020291],""max"":[0.02171,0.013535,0.015676]}","{""min"":[-0.022267,-0.016589,-0.017981],""max"":[0.022267,0.016589,0.017981]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-094,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-094\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-094\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-094\model.usdz,58000,59672,29002,29986,109740,137348,493433,"{""min"":[-0.024522,-0.02769,-0.03077],""max"":[0.02321,0.022006,0.02899]}","{""min"":[-0.023849,-0.02483,-0.029865],""max"":[0.023849,0.02483,0.029865]}",1.0,1.0,3,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-095,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-095\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-095\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-095\model.usdz,62204,63876,31094,32078,119008,146736,523183,"{""min"":[-0.022299,-0.020536,-0.024656],""max"":[0.023954,0.019235,0.026287]}","{""min"":[-0.023107,-0.019871,-0.025468],""max"":[0.023107,0.019871,0.025468]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-096,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-096\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-096\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-096\model.usdz,59936,61608,29972,30956,114520,142192,506066,"{""min"":[-0.025221,-0.02013,-0.026748],""max"":[0.026312,0.01927,0.030193]}","{""min"":[-0.025751,-0.019684,-0.028465],""max"":[0.025751,0.019684,0.028465]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-097,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-097\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-097\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-097\model.usdz,61808,63480,30906,31890,114440,142324,506785,"{""min"":[-0.024921,-0.019729,-0.015754],""max"":[0.024319,0.01814,0.014244]}","{""min"":[-0.024604,-0.018924,-0.014999],""max"":[0.024604,0.018924,0.014999]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-098,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-098\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-098\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-098\model.usdz,58000,59672,29002,29986,109740,137348,493433,"{""min"":[-0.024522,-0.02769,-0.03077],""max"":[0.02321,0.022006,0.02899]}","{""min"":[-0.023849,-0.02483,-0.029865],""max"":[0.023849,0.02483,0.029865]}",1.0,1.0,3,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-099,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-099\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-099\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-099\model.usdz,63000,64672,31490,32474,122192,149684,535924,"{""min"":[-0.027072,-0.023703,-0.029986],""max"":[0.027518,0.022767,0.026964]}","{""min"":[-0.027278,-0.023213,-0.028469],""max"":[0.027278,0.023213,0.028469]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-100,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-100\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-100\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-100\model.usdz,60476,62064,30242,31184,108508,136424,496408,"{""min"":[-0.023555,-0.019329,-0.024998],""max"":[0.02293,0.020024,0.034864]}","{""min"":[-0.023211,-0.019635,-0.029925],""max"":[0.023211,0.019635,0.029925]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
synthetic-demo,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\synthetic-demo\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\synthetic-demo\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\synthetic-demo\model.usdz,51408,52248,25712,26304,702620,115800,236114,"{""min"":[-0.015507,-0.015507,-0.005756],""max"":[0.015507,0.015506,0.005756]}","{""min"":[-0.015498,-0.015498,-0.005756],""max"":[0.015498,0.015498,0.005756]}",1.0,1.0,4,4,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
